    0.100000      0.000000      0.000000
    0.200000      0.010000      0.000000
    0.300000      0.030000      0.000000
    0.400000      0.060000      0.000000
    0.500000      0.100000      0.000000
    0.600000      0.150000      0.000000
    0.700000      0.210000      0.000000
    0.800000      0.280000      0.000000
    0.900000      0.360000      0.000000
    1.000000      0.450000      0.000000
    1.100000      0.550000      0.000000
    1.200000      0.660000      0.000000
    1.300000      0.780000      0.000000
    1.400000      0.910000      0.000000
    1.500000      1.050000      0.000000
    1.600000      1.200000      0.000000
    1.700000      1.360000      0.000000
    1.800000      1.530000      0.000000
    1.900000      1.710000      0.000000
    2.000000      1.900000      0.000000
    2.100000      2.100000      0.000000
    2.200000      2.310000      0.000000
    2.300000      2.530000      0.000000
    2.400000      2.760000      0.000000
    2.500000      3.000000      0.000000
    2.600000      3.250000      0.000000
    2.700000      3.510000      0.000000
    2.800000      3.780000      0.000000
    2.900000      4.060000      0.000000
    3.000000      4.350000      0.000000
    3.100000      4.650000      0.000000
    3.200000      4.960000      0.000000
    3.300000      5.280000      0.000000
    3.400000      5.610000      0.000000
    3.500000      5.950000      0.000000
    3.600000      6.300000      0.000000
    3.700000      6.660000      0.000000
    3.800000      7.030000      0.000000
    3.900000      7.410000      0.000000
    4.000000      7.800000      0.000000
    4.100000      8.200000      0.000000
    4.200000      8.610000      0.000000
    4.300000      9.030000      0.000000
    4.400000      9.460000      0.000000
    4.500000      9.900000      0.000000
    4.600000     10.350000      0.000000
    4.700000     10.810000      0.000000
    4.800000     11.280000      0.000000
    4.900000     11.760000      0.000000
    5.000000     12.250000      0.000000
    5.100000     12.750000      0.000000
    5.200000     13.260000      0.000000
    5.300000     13.780000      0.000000
    5.400000     14.310000      0.000000
    5.500000     14.850000      0.000000
    5.600000     15.400000      0.000000
    5.700000     15.960000      0.000000
    5.800000     16.530000      0.000000
    5.900000     17.110001      0.000000
    6.000000     17.700001      0.000000
    6.100000     18.300001      0.000000
    6.200000     18.910001      0.000000
    6.300000     19.530001      0.000000
    6.400000     20.160001      0.000000
    6.500000     20.800001      0.000000
    6.600000     21.450001      0.000000
    6.700000     22.110001      0.000000
    6.800000     22.780001      0.000000
    6.900000     23.460001      0.000000
    7.000000     24.150001      0.000000
    7.100000     24.850001      0.000000
    7.200000     25.560001      0.000000
    7.300000     26.280001      0.000000
    7.400000     27.010001      0.000000
    7.500000     27.750001      0.000000
    7.600000     28.500001      0.000000
    7.700000     29.260001      0.000000
    7.800000     30.030001      0.000000
    7.900000     30.810001      0.000000
    8.000000     31.600001      0.000000
    8.100000     32.400001     -0.000000
    8.200000     33.210001     -0.000000
    8.300000     34.030001     -0.000000
    8.400000     34.860001     -0.000000
    8.500000     35.700001     -0.000000
    8.600000     36.550001     -0.000000
    8.700000     37.410001     -0.000000
    8.800000     38.280001     -0.000000
    8.900000     39.160001     -0.000000
    9.000000     40.050001     -0.000000
    9.100000     40.950001     -0.000000
    9.200000     41.860001     -0.000000
    9.300000     42.780001     -0.000000
    9.400000     43.710001     -0.000000
    9.500000     44.650001     -0.000000
    9.600000     45.600001     -0.000000
    9.700000     46.560001     -0.000000
    9.800000     47.530001     -0.000000
    9.900000     48.510001     -0.000000
   10.000000     49.500001     -0.000000
